"X","date","googlehits","team","odds","propTVMarketSize","winpct","attendance","attgame","payroll","date_ts","month","year","playoffs","phase","is_playoffs","Month","mlb_searches","googlehits_orig","mlb_searches_orig","Day","ghits","ghits_rescaled","log_ghits_rescaled","No_Playoffs","Lost_WC","Lost_Quarter","Lost_Semi","Lost_WS","Won_WS","eliminated","in_WS","ghits_norm"
10,"2004-10-01",-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Oct",10,2004,"No Playoffs","Playoffs",1,"2004-10-01",0.0630117351366661,0,21,2004-10-24,0,0,0,1,0,0,0,0,0,2004-09-30,0,-0.880923247070404
10,"2004-10-01",-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Oct",10,2004,"No Playoffs","Playoffs",1,"2004-10-01",0.0630117351366661,0,21,2004-10-25,0,0,0,1,0,0,0,0,0,2004-09-30,0,-0.880923247070404
10,"2004-10-01",-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Oct",10,2004,"No Playoffs","Playoffs",1,"2004-10-01",0.0630117351366661,0,21,2004-10-26,0,0,0,1,0,0,0,0,0,2004-09-30,0,-0.880923247070404
10,"2004-10-01",-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Oct",10,2004,"No Playoffs","Playoffs",1,"2004-10-01",0.0630117351366661,0,21,2004-10-27,0,0,0,1,0,0,0,0,0,2004-09-30,0,-0.880923247070404
10,"2004-10-01",-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Oct",10,2004,"No Playoffs","Playoffs",1,"2004-10-01",0.0630117351366661,0,21,2004-10-28,0,0,0,1,0,0,0,0,0,2004-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-01,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-02,1,0.15,0.139761942375159,1,0,0,0,0,0,2005-09-30,0,-0.19800382482968
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-03,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-04,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-05,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-06,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-07,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-08,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-09,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-10,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-11,1,0.15,0.139761942375159,1,0,0,0,0,0,2005-09-30,0,-0.19800382482968
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-12,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-13,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-14,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-15,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-16,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-17,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-18,1,0.15,0.139761942375159,1,0,0,0,0,0,2005-09-30,0,-0.19800382482968
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-19,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-20,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-21,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-22,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-23,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-24,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-25,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-26,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
22,"2005-10-01",-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19,2005-10-27,0,0,0,1,0,0,0,0,0,2005-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-01,4,0.4,0.336472236621213,1,0,0,0,0,0,2006-09-30,0,0.430727299295457
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-02,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-03,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-04,2,0.2,0.182321556793955,1,0,0,0,0,0,2006-09-30,0,-0.0884662336539044
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-05,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-06,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-07,2,0.2,0.182321556793955,1,0,0,0,0,0,2006-09-30,0,-0.0884662336539044
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-08,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-09,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-10,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-11,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-12,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-13,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-14,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-15,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-16,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-17,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-18,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-19,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-20,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-21,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-22,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-23,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-24,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-25,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-26,1,0.1,0.0953101798043249,1,0,0,0,0,0,2006-09-30,0,-0.29622187477476
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-27,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
34,"2006-10-01",-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20,2006-10-28,0,0,0,1,0,0,0,0,0,2006-09-30,0,-0.880923247070404
46,"2007-10-01",0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26,2007-10-01,4,1,0.693147180559945,1,1,1,1,0,0,2007-10-20,0,0.953298198915145
46,"2007-10-01",0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26,2007-10-02,3,0.75,0.559615787935423,1,1,1,1,0,0,2007-10-20,0,0.803358989213567
46,"2007-10-01",0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26,2007-10-03,5,1.25,0.810930216216329,1,1,1,1,0,0,2007-10-20,0,1.02894911266451
46,"2007-10-01",0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26,2007-10-04,5,1.25,0.810930216216329,1,1,1,1,0,0,2007-10-20,0,1.02894911266451
46,"2007-10-01",0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26,2007-10-05,4,1,0.693147180559945,1,1,1,1,0,0,2007-10-20,0,0.953298198915145
46,"2007-10-01",0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26,2007-10-06,4,1,0.693147180559945,1,1,1,1,0,0,2007-10-20,0,0.953298198915145
46,"2007-10-01",0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26,2007-10-07,6,1.5,0.916290731874155,1,1,1,1,0,0,2007-10-20,0,1.08426617326927
46,"2007-10-01",0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26,2007-10-08,3,0.75,0.559615787935423,1,1,1,1,0,0,2007-10-20,0,0.803358989213567
